,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
84,84,84,84,0.1,A,33.698419,-117.266286,6,20070615,20070615,6065.0,20070615,406.0,294.0,350.0,0.0,4.026482,67.077
85,85,85,85,0.1,A,33.576239,-116.310589,6,20031008,20031008,6065.0,20031008,361.0,206.0,283.0,0.0,0.2844286,67.5
86,86,86,86,0.1,A,33.54027778,-116.69111111,6,20090808,20090808,6065.0,20090808,406.0,294.0,350.0,0.0,1.3416339,88.0
87,87,87,87,0.1,A,33.8812,-116.484369,6,20041220,20041220,6065.0,20041220,233.0,72.0,156.0,0.0,0.6351316999999999,101.5
88,88,88,88,20.0,C,33.8906,-117.0606,6,20060924,20060924,6065.0,20060924,406.0,294.0,350.0,0.0,4.5177383,67.5
89,89,89,89,0.1,A,33.692439,-117.21475,6,20031007,20031007,6065.0,20031007,344.0,139.0,244.0,0.0,1.5047992,67.5
90,90,90,90,0.8,B,33.619681,-117.214611,6,20031025,20031025,6065.0,20031025,344.0,100.0,222.0,0.0,6.400106,59.0
91,91,91,91,0.1,A,33.763981,-117.459339,6,19990427,19990427,6065.0,19990427,244.0,89.0,167.0,0.0,4.384158,66.667
92,92,92,92,7.0,B,33.74777778,-116.70666667,6,20060927,20060929,6065.0,20060927,406.0,294.0,350.0,0.0,0.16401978,67.5
93,93,93,93,0.1,A,33.793789,-117.2348,6,20050123,20050123,6065.0,20050123,250.0,106.0,178.0,0.0,2.9907935,101.5
94,94,94,94,0.5,B,33.448531,-115.843631,6,19990318,19990319,6065.0,19990318,250.0,78.0,167.0,0.0,2.777376,66.667
95,95,95,95,0.1,A,33.8348,-116.229392,6,20070929,20070929,6065.0,20070929,406.0,294.0,350.0,0.0,1.747966,54.333
96,96,96,96,0.1,A,33.794231,-117.147681,6,19990322,19990322,6065.0,19990322,211.0,50.0,133.0,0.0,0.8502415000000001,66.667
97,97,97,97,0.25,A,33.70555556,-116.755,6,20060924,20060925,6065.0,20060924,406.0,294.0,350.0,0.0,4.5177383,67.5
98,98,98,98,0.1,A,33.979597,-116.494714,6,20071126,20071126,6065.0,20071126,406.0,294.0,350.0,0.0,1.3207515,51.0
99,99,99,99,0.1,A,33.8812,-116.501869,6,19990328,19990328,6065.0,19990328,294.0,100.0,200.0,0.0,2.1759903,66.667
100,100,100,100,0.1,A,33.749411,-117.459319,6,19990404,19990404,6065.0,19990404,239.0,44.0,144.0,0.0,2.9602767999999995,66.667
101,101,101,101,0.1,A,33.716839,-116.893242,6,20060925,20060925,6065.0,20060925,406.0,294.0,350.0,0.0,2.3497472000000004,67.5
102,102,102,102,0.1,A,33.96865,-116.50145,6,20041222,20041222,6065.0,20041222,183.0,89.0,139.0,0.0,5.645024299999998,101.5
103,103,103,103,0.1,A,33.716072,-117.238431,6,20070615,20070615,6065.0,20070615,406.0,294.0,350.0,0.0,4.026482,67.077
104,104,104,104,0.1,A,33.8812,-116.501869,6,20041102,20041102,6065.0,20041102,239.0,28.0,133.0,0.0,4.364001999999998,56.0
105,105,105,105,0.1,A,33.73665,-116.155431,6,20041113,20041113,6065.0,20041113,250.0,111.0,183.0,0.0,2.3063731,82.0
106,106,106,106,0.1,A,33.7207,-117.283931,6,20031022,20031022,6065.0,20031022,406.0,239.0,322.0,0.0,0.7158899999999999,59.0
107,107,107,107,0.1,A,33.678519,-116.1032,6,20041115,20041115,6065.0,20041115,239.0,144.0,194.0,0.0,5.049826599999999,82.0
108,108,108,108,0.1,A,33.706789,-116.312469,6,20031022,20031022,6065.0,20031022,406.0,239.0,322.0,0.0,0.7158899999999999,59.0
109,109,109,109,0.1,A,33.74472222,-116.81444444,6,20060926,20060926,6065.0,20060926,406.0,294.0,350.0,0.0,0.51224023,67.5
110,110,110,110,0.1,A,33.925489,-116.65855,6,20031022,20031022,6065.0,20031022,406.0,239.0,322.0,0.0,0.7158899999999999,59.0
111,111,111,111,0.1,A,33.704764,-117.365286,6,20071126,20071126,6065.0,20071126,406.0,294.0,350.0,0.0,1.3207515,51.0
112,112,112,112,0.1,A,33.67775,-116.399681,6,19990323,19990323,6065.0,19990323,172.0,67.0,122.0,0.0,4.295793,66.667
113,113,113,113,0.1,A,33.923911,-116.689397,6,20071125,20071125,6065.0,20071125,406.0,294.0,350.0,0.0,2.4520397000000003,51.0
114,114,114,114,0.1,A,33.779019,-117.304461,6,20031026,20031026,6065.0,20031026,333.0,122.0,228.0,0.0,6.115946299999999,59.0
115,115,115,115,0.1,A,33.924467,-116.421003,6,20071125,20071125,6065.0,20071125,406.0,294.0,350.0,0.0,2.4520397000000003,51.0
116,116,116,116,0.1,A,33.95405,-116.466319,6,19990317,19990317,6065.0,19990317,228.0,72.0,150.0,0.0,2.506976,66.667
117,117,117,117,0.25,A,33.71861111,-116.7925,6,20060928,20060928,6065.0,20060928,406.0,294.0,350.0,0.0,0.658629,67.5
118,118,118,118,0.1,A,33.7511,-116.190381,6,19990306,19990306,6065.0,19990306,156.0,89.0,122.0,3.0,2.8047953,66.667
119,119,119,119,0.7,B,33.864311,-116.920219,6,20031017,20031017,6065.0,20031017,361.0,122.0,244.0,0.0,0.8260661,67.5
120,120,120,120,1.0,B,33.922842,-116.650119,6,20070616,20070616,6065.0,20070616,406.0,294.0,350.0,0.0,3.7737143,67.077
121,121,121,121,0.1,A,33.605011,-117.266889,6,19990306,19990306,6065.0,19990306,156.0,89.0,122.0,3.0,2.8047953,66.667
122,122,122,122,0.1,A,33.954119,-116.483839,6,20041018,20041018,6065.0,20041018,278.0,194.0,239.0,0.0,4.4195695,56.0
123,123,123,123,0.1,A,33.729022,-117.331414,6,20070614,20070614,6065.0,20070614,406.0,294.0,350.0,0.0,3.1936338,67.077
124,124,124,124,0.1,A,33.8812,-116.501869,6,19990418,19990418,6065.0,19990418,372.0,172.0,272.0,0.0,1.9525625,66.667
125,125,125,125,1.0,B,33.939881,-116.641239,6,19990428,19990428,6065.0,19990428,178.0,78.0,128.0,13.0,6.1285300000000005,66.667
126,126,126,126,0.1,A,33.888306,-116.683864,6,20071127,20071127,6065.0,20071127,406.0,294.0,350.0,0.0,0.33970287,51.0
127,127,127,127,0.1,A,33.778789,-117.337989,6,19990415,19990415,6065.0,19990415,328.0,194.0,261.0,0.0,6.026375,66.667
128,128,128,128,1.0,B,33.808219,-117.269819,6,19990302,19990302,6065.0,19990302,333.0,94.0,217.0,0.0,0.072809316,66.667
129,129,129,129,1.0,B,33.9345,-116.635,6,19990428,19990428,6065.0,19990428,178.0,78.0,128.0,13.0,6.1285300000000005,66.667
130,130,130,130,0.1,A,33.540147,-115.937992,6,20071124,20071124,6065.0,20071124,406.0,294.0,350.0,0.0,7.091721499999999,51.0
131,131,131,131,0.1,A,33.983169,-116.588931,6,19990302,19990302,6065.0,19990302,333.0,94.0,217.0,0.0,0.072809316,66.667
132,132,132,132,0.1,A,33.790114,-116.28385,6,20071124,20071124,6065.0,20071124,406.0,294.0,350.0,0.0,7.091721499999999,51.0
133,133,133,133,0.1,A,33.925489,-116.65855,6,19990303,19990303,6065.0,19990303,328.0,67.0,200.0,0.0,3.5251276,66.667
134,134,134,134,0.1,A,33.8812,-116.501869,6,20031019,20031019,6065.0,20031019,400.0,200.0,300.0,0.0,0.829702,67.5
135,135,135,135,0.1,A,33.569275,-116.198372,6,20071127,20071127,6065.0,20071127,406.0,294.0,350.0,0.0,0.33970287,51.0
136,136,136,136,0.1,A,33.83277778,-116.74,6,20090808,20090808,6065.0,20090808,406.0,294.0,350.0,0.0,1.3416339,88.0
137,137,137,137,0.1,A,33.793267,-117.296617,6,20070616,20070616,6065.0,20070616,406.0,294.0,350.0,0.0,3.7737143,67.077
138,138,138,138,0.1,A,33.8812,-116.484369,6,20041024,20041024,6065.0,20041024,250.0,89.0,172.0,0.0,1.2719315,56.0
139,139,139,139,0.1,A,33.659897,-117.300286,6,20060927,20060927,6065.0,20060927,406.0,294.0,350.0,0.0,0.16401978,67.5
140,140,140,140,0.1,A,33.808331,-117.234919,6,19990427,19990427,6065.0,19990427,244.0,89.0,167.0,0.0,4.384158,66.667
141,141,141,141,0.1,A,33.823819,-116.309911,6,19990317,19990317,6065.0,19990317,228.0,72.0,150.0,0.0,2.506976,66.667
142,142,142,142,0.3,B,33.6925,-117.110769,6,19990316,19990316,6065.0,19990316,217.0,78.0,150.0,0.0,1.364885,66.667
143,143,143,143,0.1,A,33.714997,-117.3037,6,20060927,20060927,6065.0,20060927,406.0,294.0,350.0,0.0,0.16401978,67.5
144,144,144,144,200.0,D,33.61955,-117.2668,6,19990314,19990315,6065.0,19990314,250.0,94.0,172.0,0.0,2.333858,66.667
145,145,145,145,1.0,B,33.6075,-117.44277778,6,20060927,20060927,6065.0,20060927,406.0,294.0,350.0,0.0,0.16401978,67.5
146,146,146,146,0.1,A,33.929503,-116.451128,6,20071124,20071124,6065.0,20071124,406.0,294.0,350.0,0.0,7.091721499999999,51.0
147,147,147,147,1.0,B,33.783233,-117.295994,6,20060928,20060928,6065.0,20060928,406.0,294.0,350.0,0.0,0.658629,67.5
148,148,148,148,0.1,A,33.64955,-116.940422,6,20060924,20060925,6065.0,20060924,406.0,294.0,350.0,0.0,4.5177383,67.5
149,149,149,149,0.3,B,33.808331,-117.234919,6,20031028,20031028,6065.0,20031028,333.0,139.0,239.0,0.0,2.3760843,59.0
150,150,150,150,0.1,A,33.561839,-116.190089,6,20050201,20050201,6065.0,20050201,217.0,89.0,156.0,0.0,6.511428400000002,111.5
151,151,151,151,0.1,A,33.74581,-116.16417,6,20090807,20090807,6065.0,20090807,406.0,294.0,350.0,0.0,3.5725894,88.0
152,152,152,152,0.1,A,33.6925,-117.110769,6,19990309,19990309,6065.0,19990309,239.0,83.0,161.0,0.0,4.0344095,66.667
153,153,153,153,0.1,A,33.809161,-116.205069,6,20041018,20041018,6065.0,20041018,278.0,194.0,239.0,0.0,4.4195695,56.0
