,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
185,649,0.1,A,39.819511,-121.59725,6,20071016,20071016,6007.0,20071016,389,222,306,0,2.9938815,0
186,650,0.1,A,39.857314,-121.690761,6,20071102,20071102,6007.0,20071102,389,222,306,0,2.884431,0
187,651,6.0,B,39.576231,-121.549289,6,20020829,20020830,6007.0,20020829,322,156,239,0,2.9248116000000004,0
188,652,0.1,A,39.806769,-121.607969,6,20000524,20000524,6007.0,20000524,333,200,267,0,3.3477367999999994,0
189,653,0.1,A,39.82125,-121.627319,6,20010401,20010401,6007.0,20010401,222,100,161,0,3.7859948,0
190,654,0.01,A,39.70638889,-121.37527778,6,20061008,20061008,6007.0,20061008,389,222,306,0,2.1800249,0
191,655,0.2,A,39.633108,-121.347061,6,20050211,20050211,6007.0,20050211,150,39,94,0,3.6021160000000005,0
192,656,320.0,E,39.5482,-121.5311,6,20040812,20040813,6007.0,20040812,389,206,300,0,3.0327866,0
193,657,10.0,C,39.661819,-121.533511,6,20010727,20010727,6007.0,20010727,356,161,261,0,2.3231084,0
194,658,1.0,B,39.80665,-121.589289,6,20010728,20010728,6007.0,20010728,356,161,261,0,3.0473166000000003,0
195,659,0.1,A,39.806769,-121.607969,6,20000524,20000524,6007.0,20000524,333,200,267,0,3.3477367999999994,0
196,660,2.0,B,39.719281,-121.684,6,20000522,20000522,6007.0,20000522,367,200,283,0,3.462086,0
197,661,0.1,A,40.13222222,-120.64805556,6,20061005,20061005,6007.0,20061005,389,222,306,0,1.2799988000000002,0
198,662,1.0,B,39.719281,-121.684,6,20000522,20000522,6007.0,20000522,367,200,283,0,3.462086,0
199,663,3.0,B,39.7439,-122.5533,6,20090812,20090812,6007.0,20090812,389,222,306,0,3.573293,0
200,664,24.0,C,39.53444444,-121.23027778,6,20080621,20080624,6007.0,20080621,389,222,306,0,1.2453525,0
201,665,0.1,A,39.621,-121.288011,6,20010320,20010320,6007.0,20010320,250,111,183,0,0.27586177,0
202,666,0.1,A,39.524861,-121.340728,6,20060515,20060515,6007.0,20060515,389,222,306,0,0.6963376,0
203,667,3.0,B,39.533339,-121.530711,6,20011102,20011102,6007.0,20011102,211,78,144,0,0.99863803,0
204,668,0.1,A,39.534169,-121.342939,6,19990130,19990130,6007.0,19990130,100,17,61,0,6.093293,0
205,669,0.1,A,39.719339,-121.703031,6,20000504,20000504,6007.0,20000504,239,139,189,0,2.6085997000000005,0
206,670,0.1,A,39.806769,-121.607969,6,20000524,20000524,6007.0,20000524,333,200,267,0,3.3477367999999994,0
207,671,0.1,A,39.676081,-121.515011,6,20020721,20020722,6007.0,20020721,317,189,256,0,3.2050676,0
208,672,3.5,B,39.924603,-121.738592,6,20060214,20060214,6007.0,20060214,389,222,306,0,3.7451808,0
209,673,5.0,B,39.72055556,-121.36222222,6,20080621,20080831,6007.0,20080621,389,222,306,0,1.2453525,0
210,674,1.0,B,39.836269,-121.666631,6,20020512,20020512,6007.0,20020512,300,111,206,0,0.44821078,0
211,675,1.0,B,39.547461,-121.549461,6,19990722,19990722,6007.0,19990722,333,150,244,0,2.9062183,0
212,676,0.1,A,39.979931,-121.532011,6,20040911,20040911,6007.0,20040911,356,156,256,0,2.0885637,0
213,677,0.1,A,39.894789,-121.645189,6,20030915,20030915,6007.0,20030915,317,167,244,0,2.5956302000000004,0
214,678,0.5,B,39.78027778,-121.40916667,6,20051003,20051004,6007.0,20051003,389,222,306,0,2.4427292,0
215,679,0.3,B,39.806769,-121.607969,6,19990907,19990907,6007.0,19990907,344,161,256,0,0.3023233,0
216,680,0.1,A,39.55666667,-121.19083333,6,20051004,20051004,6007.0,20051004,389,222,306,0,2.0524402,0
217,681,2.0,B,39.633339,-121.4771,6,20020620,20020620,6007.0,20020620,339,183,261,0,3.9541001,0
218,682,0.1,A,39.921689,-121.739211,6,20050820,20050820,6007.0,20050820,389,222,306,0,2.6476464,0
219,683,0.4,B,39.8802,-121.645481,6,20020515,20020515,6007.0,20020515,289,128,211,0,4.5708303,0
220,684,0.1,A,39.836269,-121.666631,6,19990730,19990730,6007.0,19990730,339,156,250,0,2.9588022,0
221,685,0.1,A,39.915047,-121.616836,6,20071110,20071110,6007.0,20071110,389,222,306,0,2.1092443,0
222,686,0.1,A,39.894789,-121.645189,6,20030915,20030915,6007.0,20030915,317,167,244,0,2.5956302000000004,0
223,687,0.1,A,39.806769,-121.607969,6,20040910,20040910,6007.0,20040910,339,161,250,0,1.9849744,0
224,688,0.2,A,39.590961,-121.5307,6,19990801,19990801,6007.0,19990801,317,144,233,0,4.7663074,0
225,689,1.0,B,39.647569,-121.533581,6,20010818,20010818,6007.0,20010818,367,172,272,0,2.8353484,0
226,690,0.1,A,39.860972,-121.607583,6,20071111,20071111,6007.0,20071111,389,222,306,0,2.472511,0
227,691,0.2,A,39.476031,-121.324,6,20040328,20040328,6007.0,20040328,228,78,156,0,2.6879892000000005,0
228,692,0.1,A,39.810075,-121.580542,6,20051009,20051009,6007.0,20051009,389,222,306,0,1.7707103,0
229,693,0.1,A,39.9405,-121.74285,6,20040428,20040428,6007.0,20040428,300,128,217,0,4.4195538,0
230,694,0.1,A,39.83555,-121.588839,6,20030906,20030906,6007.0,20030906,289,150,222,0,2.437723,0
231,695,1.0,B,39.849939,-121.588689,6,20000820,20000820,6007.0,20000820,311,139,228,0,3.5850995,0
