,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
0,0,0,0,0,0,0,0,0,8193,91.0,C,41.71388889,-121.16333333,6,20070710,20070720,6049.0,20070710,348,120,233,0,1.8911407,77.5
1,1,1,1,1,1,1,1,1,8194,0.5,B,41.7183,-120.2017,6,20060814,20060815,6049.0,20060814,262,61,137,127,3.0327866,98.0
2,2,2,2,2,2,2,2,2,8195,20.0,C,41.62777778,-121.31166667,6,20070311,20070313,6049.0,20070311,144,13,63,0,2.0771115,81.667
3,3,3,3,3,3,3,3,3,8196,0.2,A,41.7672,-120.1683,6,20060814,20060814,6049.0,20060814,262,61,137,127,3.0327866,98.0
4,4,4,4,4,4,4,4,4,8197,0.5,B,41.7375,-121.2275,6,20070710,20070711,6049.0,20070710,348,120,233,0,1.8911407,77.5
5,5,5,5,5,5,5,5,5,8198,0.1,A,41.84888889,-120.65722222,6,20070929,20070929,6049.0,20070929,93,-24,34,51,1.5702786,72.5
6,6,6,6,6,6,6,6,6,8199,8.1,B,41.73527778,-121.22888889,6,20070710,20070716,6049.0,20070710,348,120,233,0,1.8911407,77.5
7,7,7,7,7,7,7,7,7,8200,50.0,C,41.75083333,-121.00222222,6,20060723,20060801,6049.0,20060723,322,129,226,0,1.9220889,111.333
8,8,8,8,8,8,8,8,8,8201,1.5,B,41.6175,-120.25194444,6,20060724,20060725,6049.0,20060724,305,143,204,0,1.3024623,111.333
9,9,9,9,9,9,9,9,9,8202,0.5,B,41.63805556,-121.40583333,6,20070710,20070715,6049.0,20070710,348,120,233,0,1.8911407,77.5
10,10,10,10,10,10,10,10,10,8203,0.1,A,41.825,-120.2889,6,20070901,20070901,6049.0,20070901,253,127,178,0,2.7830415,49.0
11,11,11,11,11,11,11,11,11,8204,0.1,A,41.80138889,-120.31888889,6,20060814,20060814,6049.0,20060814,262,61,137,127,3.0327866,98.0
12,12,12,12,12,12,12,12,12,8205,0.1,A,41.23416667,-120.33611111,6,20070921,20070921,6049.0,20070921,244,74,152,0,1.7851846000000002,74.0
13,13,13,13,13,13,13,13,13,8206,0.1,A,41.321328,-121.114464,6,20070710,20070714,6049.0,20070710,348,120,233,0,1.8911407,77.5
14,14,14,14,14,14,14,14,14,8207,0.5,B,41.48527778,-121.05222222,6,20060626,20060629,6049.0,20060626,295,157,212,0,0.79428977,155.667
15,15,15,15,15,15,15,15,15,8208,0.33,B,41.26861111,-120.28416667,6,20060814,20060814,6049.0,20060814,262,61,137,127,3.0327866,98.0
16,16,16,16,16,16,16,16,16,8209,0.1,A,41.321328,-121.114464,6,20070710,20070711,6049.0,20070710,348,120,233,0,1.8911407,77.5
17,17,17,17,17,17,17,17,17,8210,0.1,A,41.76277778,-121.30083333,6,20070711,20070711,6049.0,20070711,322,122,207,0,2.8270752,77.5
18,18,18,18,18,18,18,18,18,8211,0.3,B,41.7675,-120.85166667,6,20060723,20060724,6049.0,20060723,322,129,226,0,1.9220889,111.333
19,19,19,19,19,19,19,19,19,8212,2.0,B,41.8672,-120.1847,6,20061010,20061010,6049.0,20061010,93,-8,39,0,3.8701158,72.0
20,20,20,20,20,20,20,20,20,8213,0.25,A,41.59694444,-120.33444444,6,20070710,20070711,6049.0,20070710,348,120,233,0,1.8911407,77.5
21,21,21,21,21,21,21,21,21,8214,0.6,A,41.421347,-120.630606,6,20060626,20060626,6049.0,20060626,295,157,212,0,0.79428977,155.667
22,22,22,22,22,22,22,22,22,8215,0.1,A,41.2116,-120.4411,6,20040813,20040813,6049.0,20040813,322,117,218,0,2.304886,69.667
23,23,23,23,23,23,23,23,23,8216,17.0,C,41.537825,-120.457083,6,20060725,20060725,6049.0,20060725,314,116,219,0,0.62650234,111.333
24,24,24,24,24,24,24,24,24,8217,75.0,C,41.32138889,-121.09416667,6,20070710,20070710,6049.0,20070710,348,120,233,0,1.8911407,77.5
25,25,25,25,25,25,25,25,25,8218,0.2,A,41.40055556,-121.48416667,6,20060724,20060725,6049.0,20060724,305,143,204,0,1.3024623,111.333
26,26,26,26,26,26,26,26,26,8219,3.2,A,41.90666667,-120.56583333,6,20070710,20070710,6049.0,20070710,348,120,233,0,1.8911407,77.5
27,27,27,27,27,27,27,27,27,8220,5.0,B,41.3517,-120.7019,6,20060626,20060627,6049.0,20060626,295,157,212,0,0.79428977,155.667
28,28,28,28,28,28,28,28,28,8221,0.25,A,41.49583333,-121.14694444,6,20070531,20070531,6049.0,20070531,260,43,157,0,2.0991464,124.25
29,29,29,29,29,29,29,29,29,8222,500.26,E,41.2335,-120.961811,6,20060626,20060627,6049.0,20060626,295,157,212,0,0.79428977,155.667
30,30,30,30,30,30,30,30,30,8223,0.25,A,41.53555556,-121.10222222,6,20070531,20070601,6049.0,20070531,260,43,157,0,2.0991464,124.25
31,31,31,31,31,31,31,31,31,8224,1.0,B,41.68555556,-120.66694444,6,20060724,20060725,6049.0,20060724,305,143,204,0,1.3024623,111.333
32,32,32,32,32,32,32,32,32,8225,0.1,A,41.545367,-120.464067,6,20070929,20070929,6049.0,20070929,93,-24,34,51,1.5702786,72.5
33,33,33,33,33,33,33,33,33,8226,0.6,B,41.53,-120.85833333,6,20070531,20070629,6049.0,20070531,260,43,157,0,2.0991464,124.25
34,34,34,34,34,34,34,34,34,8227,0.1,A,41.522939,-120.611869,6,20040725,20040725,6049.0,20040725,356,139,250,0,2.1690972,93.333
35,35,35,35,35,35,35,35,35,8228,0.5,B,41.88361111,-120.7675,6,20060922,20060922,6049.0,20060922,143,-26,61,0,5.2114167,71.0
36,36,36,36,36,36,36,36,36,8229,0.1,A,41.509044,-120.476281,6,20060724,20060724,6049.0,20060724,305,143,204,0,1.3024623,111.333
37,37,37,37,37,37,37,37,37,8230,1.6,B,41.8828,-120.1589,6,20060814,20060814,6049.0,20060814,262,61,137,127,3.0327866,98.0
38,38,38,38,38,38,38,38,38,8231,2.0,B,41.56416667,-120.85333333,6,20070531,20070611,6049.0,20070531,260,43,157,0,2.0991464,124.25
39,39,39,39,39,39,39,39,39,8232,0.1,A,41.465661,-120.918672,6,20060724,20060724,6049.0,20060724,305,143,204,0,1.3024623,111.333
40,40,40,40,40,40,40,40,40,8233,2.0,B,41.8739,-120.1475,6,20070930,20070930,6049.0,20070930,139,-11,59,25,3.409188,72.5
41,41,41,41,41,41,41,41,41,8234,1.2,A,41.71833333,-120.61888889,6,20060724,20060725,6049.0,20060724,305,143,204,0,1.3024623,111.333
42,42,42,42,42,42,42,42,42,8235,0.1,A,41.248378,-120.961769,6,20060626,20060626,6049.0,20060626,295,157,212,0,0.79428977,155.667
43,43,43,43,43,43,43,43,43,8236,0.1,A,41.189708,-121.323583,6,20060724,20060724,6049.0,20060724,305,143,204,0,1.3024623,111.333
44,44,44,44,44,44,44,44,44,8237,1.0,B,41.25166667,-120.31694444,6,20060626,20060626,6049.0,20060626,295,157,212,0,0.79428977,155.667
45,45,45,45,45,45,45,45,45,8238,0.25,A,41.76861111,-120.86777778,6,20060723,20060725,6049.0,20060723,322,129,226,0,1.9220889,111.333
46,46,46,46,46,46,46,46,46,8239,2.0,B,41.76722222,-120.33444444,6,20060814,20060815,6049.0,20060814,262,61,137,127,3.0327866,98.0
47,47,47,47,47,47,47,47,47,8240,1.1,A,41.15138889,-120.26805556,6,20060822,20060822,6049.0,20060822,261,-3,138,0,1.8436106,81.0
48,48,48,48,48,48,48,48,48,8241,8121.0,G,41.98833333,-120.54472222,6,20070715,20070804,6049.0,20070715,288,78,190,0,3.000478,102.25
49,49,49,49,49,49,49,49,49,8242,0.1,A,41.78111111,-121.23333333,6,20070714,20070717,6049.0,20070714,274,35,164,0,3.6126747,77.5
50,50,50,50,50,50,50,50,50,8243,3.0,B,41.36694444,-121.01888889,6,20060711,20060711,6049.0,20060711,241,80,153,0,3.2946088,125.333
51,51,51,51,51,51,51,51,51,8244,0.26,B,41.58555556,-121.03333333,6,20060625,20060625,6049.0,20060625,337,129,235,0,1.7728263,155.667
52,52,52,52,52,52,52,52,52,8245,0.2,A,41.39444444,-121.04972222,6,20070908,20070908,6049.0,20070908,242,69,164,0,1.2322345,49.0
53,53,53,53,53,53,53,53,53,8246,0.8,B,41.3682,-120.7061,6,20050805,20050805,6049.0,20050805,302,71,195,0,1.258969,110.667
54,54,54,54,54,54,54,54,54,8247,0.2,A,41.45,-120.1833,6,20060625,20060625,6049.0,20060625,337,129,235,0,1.7728263,155.667
55,55,55,55,55,55,55,55,55,8248,0.5,B,41.3333,-120.1181,6,20070722,20070722,6049.0,20070722,262,110,180,0,1.866252,66.5
56,56,56,56,56,56,56,56,56,8249,0.1,A,41.2882,-120.5994,6,20040816,20040816,6049.0,20040816,272,117,187,0,1.0307764,69.667
57,57,57,57,57,57,57,57,57,8250,6.0,B,41.29215,-121.09495,6,20050707,20050707,6049.0,20050707,224,82,148,0,2.727875,175.0
58,58,58,58,58,58,58,58,58,8251,1.5,B,41.33388889,-120.86916667,6,20060626,20060628,6049.0,20060626,295,157,212,0,0.79428977,155.667
59,59,59,59,59,59,59,59,59,8252,524.0,E,41.81833333,-121.05138889,6,20060722,20060811,6049.0,20060722,313,162,223,0,0.35355338,111.333
60,60,60,60,60,60,60,60,60,8253,1.0,B,41.40965,-120.684733,6,20070522,20070522,6049.0,20070522,133,-28,61,0,3.5152335,174.5
61,61,61,61,61,61,61,61,61,8254,0.3,A,41.65194444,-121.00527778,6,20070904,20070904,6049.0,20070904,158,43,90,0,3.3963907,49.0
62,62,62,62,62,62,62,62,62,8255,0.5,B,41.3208,-120.5078,6,20070519,20070519,6049.0,20070519,181,28,115,0,3.1315854,157.333
63,63,63,63,63,63,63,63,63,8256,3.0,B,41.228189,-120.930956,6,20060718,20060718,6049.0,20060718,268,76,163,0,1.7189738,111.333
64,64,64,64,64,64,64,64,64,8257,2.1,A,41.31361111,-120.83805556,6,20070906,20070906,6049.0,20070906,249,67,169,0,1.9206531,49.0
65,65,65,65,65,65,65,65,65,8258,0.1,A,41.450139,-120.611519,6,20060717,20060717,6049.0,20060717,305,105,214,0,1.2445457,111.333
66,66,66,66,66,66,66,66,66,8259,4.0,B,41.2525,-120.31666667,6,20060716,20060717,6049.0,20060716,270,89,172,0,0.55973345,125.333
67,67,67,67,67,67,67,67,67,8260,0.5,B,41.446686,-120.628969,6,20050725,20050725,6049.0,20050725,259,60,175,0,2.0505598000000003,122.667
68,68,68,68,68,68,68,68,68,8261,1.0,B,41.70277778,-121.13611111,6,20070905,20070905,6049.0,20070905,224,24,125,0,4.0594177,49.0
69,69,69,69,69,69,69,69,69,8262,0.1,A,41.545367,-120.464069,6,20060818,20060818,6049.0,20060818,273,34,160,0,2.0628648000000003,81.0
70,70,70,70,70,70,70,70,70,8263,0.1,A,41.60944444,-121.10888889,6,20070904,20070904,6049.0,20070904,158,43,90,0,3.3963907,49.0
71,71,71,71,71,71,71,71,71,8264,0.1,A,41.3016,-120.5061,6,20040815,20040815,6049.0,20040815,254,124,158,0,1.2734954,69.667
72,72,72,72,72,72,72,72,72,8265,1.0,B,41.4681,-120.1511,6,20060621,20060621,6049.0,20060621,201,55,132,0,3.01054,155.667
73,73,73,73,73,73,73,73,73,8266,0.5,A,41.49015,-120.724883,6,20070904,20070904,6049.0,20070904,158,43,90,0,3.3963907,49.0
74,74,74,74,74,74,74,74,74,8267,1.0,B,41.450319,-120.707,6,20070810,20070810,6049.0,20070810,194,56,120,0,2.3708408,77.0
75,75,75,75,75,75,75,75,75,8268,1.5,B,41.236389,-121.218489,6,20070403,20070403,6049.0,20070403,156,-44,59,0,1.7978895,81.667
76,76,76,76,76,76,76,76,76,8269,130.0,D,41.25194444,-121.03416667,6,20060626,20060706,6049.0,20060626,295,157,212,0,0.79428977,155.667
77,77,77,77,77,77,77,77,77,8270,0.1,A,41.51861111,-120.28333333,6,20060818,20060819,6049.0,20060818,273,34,160,0,2.0628648000000003,81.0
78,78,78,78,78,78,78,78,78,8271,5.0,B,41.537919,-120.554139,6,20041120,20041120,6049.0,20041120,44,-100,-28,0,2.63882,63.333
79,79,79,79,79,79,79,79,79,8272,8.2,B,41.85583333,-121.32972222,6,20070711,20070713,6049.0,20070711,322,122,207,0,2.8270752,77.5
80,80,80,80,80,80,80,80,80,8273,1.0,B,41.23333333,-120.36833333,6,20060626,20060626,6049.0,20060626,295,157,212,0,0.79428977,155.667
81,81,81,81,81,81,81,81,81,8274,1.0,B,41.88666667,-120.6675,6,20070409,20070409,6049.0,20070409,32,-34,0,25,4.3862185,81.667
82,82,82,82,82,82,82,82,82,8275,0.1,A,41.30305556,-120.30972222,6,20060815,20060815,6049.0,20060815,235,42,148,0,3.2568266,98.0
83,83,83,83,83,83,83,83,83,8276,1.0,B,41.86472222,-120.59388889,6,20070408,20070409,6049.0,20070408,113,19,60,0,2.0628648000000003,81.667
84,84,84,84,84,84,84,84,84,8277,40.1,C,41.31916667,-121.00111111,6,20060626,20060706,6049.0,20060626,295,157,212,0,0.79428977,155.667
85,85,85,85,85,85,85,85,85,8278,0.1,A,41.2766,-120.5011,6,20040819,20040819,6049.0,20040819,310,100,212,0,1.2322303999999995,69.667
86,86,86,86,86,86,86,86,86,8279,0.1,A,41.8022,-120.1689,6,20060814,20060814,6049.0,20060814,262,61,137,127,3.0327866,98.0
87,87,87,87,87,87,87,87,87,8280,15.0,C,41.545367,-120.464069,6,20070406,20070406,6049.0,20070406,205,-14,100,0,1.1359615,81.667
88,88,88,88,88,88,88,88,88,8281,2.8,B,41.8831,-120.1603,6,20060814,20060814,6049.0,20060814,262,61,137,127,3.0327866,98.0
89,89,89,89,89,89,89,89,89,8282,0.1,A,41.58555556,-121.18555556,6,20060607,20060607,6049.0,20060607,213,50,132,0,2.7596114,156.333
90,90,90,90,90,90,90,90,90,8283,0.26,B,41.28416667,-120.285,6,20060814,20060815,6049.0,20060814,262,61,137,127,3.0327866,98.0
91,91,91,91,91,91,91,91,91,8284,0.5,B,41.43638889,-121.11638889,6,20070711,20070712,6049.0,20070711,322,122,207,0,2.8270752,77.5
92,92,92,92,92,92,92,92,92,8285,0.1,A,41.446686,-120.628969,6,20060723,20060723,6049.0,20060723,322,129,226,0,1.9220889,111.333
93,93,93,93,93,93,93,93,93,8286,0.25,A,41.86611111,-120.57416667,6,20070711,20070711,6049.0,20070711,322,122,207,0,2.8270752,77.5
94,94,94,94,94,94,94,94,94,8287,0.1,A,41.75111111,-120.90222222,6,20060723,20060723,6049.0,20060723,322,129,226,0,1.9220889,111.333
95,95,95,95,95,95,95,95,95,8288,0.1,A,41.63333333,-121.58361111,6,20060705,20060706,6049.0,20060705,233,20,134,0,2.2389462000000004,139.0
96,96,96,96,96,96,96,96,96,8289,0.1,A,41.65166667,-120.28333333,6,20060815,20060816,6049.0,20060815,235,42,148,0,3.2568266,98.0
97,97,97,97,97,97,97,97,97,8290,0.1,A,41.34166667,-120.25833333,6,20070902,20070902,6049.0,20070902,284,69,176,0,1.704968,49.0
98,98,98,98,98,98,98,98,98,8291,0.5,B,41.78388889,-121.2525,6,20070713,20070713,6049.0,20070713,302,105,204,0,3.3243525000000003,77.5
99,99,99,99,99,99,99,99,99,8292,40.1,A,41.70194444,-120.9,6,20060722,20060729,6049.0,20060722,313,162,223,0,0.35355338,111.333
100,100,100,100,100,100,100,100,100,8293,1.0,B,41.638736,-120.457133,6,20070712,20070712,6049.0,20070712,263,59,163,0,2.4700801,77.5
101,101,101,101,101,101,101,101,101,8294,0.2,A,41.186369,-120.522881,6,20040813,20040813,6049.0,20040813,322,117,218,0,2.304886,69.667
102,102,102,102,102,102,102,102,102,8295,65.0,C,41.79777778,-121.66638889,6,20070712,20070715,6049.0,20070712,263,59,163,0,2.4700801,77.5
103,103,103,103,103,103,103,103,103,8296,461.0,E,41.45138889,-121.35138889,6,20060626,20060627,6049.0,20060626,295,157,212,0,0.79428977,155.667
104,104,104,104,104,104,104,104,104,8297,15.0,C,41.75388889,-121.28361111,6,20070712,20070715,6049.0,20070712,263,59,163,0,2.4700801,77.5
105,105,105,105,105,105,105,105,105,8298,24.1,B,41.47444444,-120.94111111,6,20070416,20070416,6049.0,20070416,123,-75,28,25,1.2129678,189.0
106,106,106,106,106,106,106,106,106,8299,0.1,A,41.66861111,-120.25138889,6,20060815,20060816,6049.0,20060815,235,42,148,0,3.2568266,98.0
107,107,107,107,107,107,107,107,107,8300,0.4,B,41.63527778,-121.26888889,6,20060723,20060723,6049.0,20060723,322,129,226,0,1.9220889,111.333
108,108,108,108,108,108,108,108,108,8301,1049.0,F,41.46916667,-121.33472222,6,20060626,20060715,6049.0,20060626,295,157,212,0,0.79428977,155.667
109,109,109,109,109,109,109,109,109,8302,0.1,A,41.5549,-120.4744,6,20040725,20040726,6049.0,20040725,356,139,250,0,2.1690972,93.333
110,110,110,110,110,110,110,110,110,8303,0.1,A,41.17472222,-120.36638889,6,20070831,20070901,6049.0,20070831,227,109,171,51,3.0680454,49.0
111,111,111,111,111,111,111,111,111,8304,25.0,C,41.78361111,-120.93388889,6,20060725,20060804,6049.0,20060725,314,116,219,0,0.62650234,111.333
112,112,112,112,112,112,112,112,112,8305,1.0,B,41.73388889,-120.95083333,6,20060806,20060811,6049.0,20060806,312,97,188,0,1.63248,98.0
113,113,113,113,113,113,113,113,113,8306,0.25,A,41.8975,-120.79638889,6,20070802,20070803,6049.0,20070802,246,122,175,25,2.1426377,77.0
114,114,114,114,114,114,114,114,114,8307,0.3,B,41.2466,-120.1644,6,20050625,20050625,6049.0,20050625,189,61,114,0,3.3804355000000004,188.0
115,115,115,115,115,115,115,115,115,8308,6.0,B,41.595539,-120.437386,6,20060628,20060628,6049.0,20060628,284,120,184,25,1.1921905000000002,139.0
116,116,116,116,116,116,116,116,116,8309,0.1,A,41.53444444,-120.31861111,6,20061006,20061006,6049.0,20061006,133,20,72,0,3.2526035,72.0
117,117,117,117,117,117,117,117,117,8310,0.1,A,41.545367,-120.464069,6,20070609,20070609,6049.0,20070609,160,67,112,0,1.9816113,110.0
118,118,118,118,118,118,118,118,118,8311,0.1,A,41.98,-121.06888889,6,20070706,20070710,6049.0,20070706,297,98,193,25,2.1533551,77.5
119,119,119,119,119,119,119,119,119,8312,0.1,A,41.61722222,-120.31666667,6,20061006,20061006,6049.0,20061006,133,20,72,0,3.2526035,72.0
120,120,120,120,120,120,120,120,120,8313,0.2,A,41.96916667,-121.07638889,6,20070706,20070710,6049.0,20070706,297,98,193,25,2.1533551,77.5
121,121,121,121,121,121,121,121,121,8314,0.3,A,41.5503,-120.4167,6,20060806,20060806,6049.0,20060806,312,97,188,0,1.63248,98.0
122,122,122,122,122,122,122,122,122,8315,0.2,A,41.406733,-120.592561,6,20070706,20070706,6049.0,20070706,297,98,193,25,2.1533551,77.5
123,123,123,123,123,123,123,123,123,8316,0.26,B,41.385,-121.08333333,6,20060628,20060629,6049.0,20060628,284,120,184,25,1.1921905000000002,139.0
124,124,124,124,124,124,124,124,124,8317,73.0,C,41.363403,-120.707639,6,20070706,20070707,6049.0,20070706,297,98,193,25,2.1533551,77.5
125,125,125,125,125,125,125,125,125,8318,1.5,B,41.19952,-120.40751,6,20070802,20070802,6049.0,20070802,246,122,175,25,2.1426377,77.0
126,126,126,126,126,126,126,126,126,8319,0.1,A,41.523508,-120.534767,6,20070706,20070706,6049.0,20070706,297,98,193,25,2.1533551,77.5
127,127,127,127,127,127,127,127,127,8320,0.3,A,41.23583333,-120.80166667,6,20060806,20060806,6049.0,20060806,312,97,188,0,1.63248,98.0
128,128,128,128,128,128,128,128,128,8321,5.0,B,41.6025,-121.38305556,6,20070706,20070709,6049.0,20070706,297,98,193,25,2.1533551,77.5
129,129,129,129,129,129,129,129,129,8322,0.1,A,41.95,-120.76888889,6,20061005,20061005,6049.0,20061005,111,35,62,102,0.6726791,72.0
130,130,130,130,130,130,130,130,130,8323,2.0,B,41.68583333,-120.96833333,6,20060628,20060629,6049.0,20060628,284,120,184,25,1.1921905000000002,139.0
131,131,131,131,131,131,131,131,131,8324,6.4,B,41.53472222,-121.03388889,6,20060806,20060811,6049.0,20060806,312,97,188,0,1.63248,98.0
132,132,132,132,132,132,132,132,132,8325,0.25,A,41.95666667,-120.82944444,6,20070706,20070707,6049.0,20070706,297,98,193,25,2.1533551,77.5
133,133,133,133,133,133,133,133,133,8326,0.05,A,41.75055556,-121.31194444,6,20070731,20070731,6049.0,20070731,307,116,206,0,0.36399838,54.0
134,134,134,134,134,134,134,134,134,8327,2.0,B,41.91111111,-120.21638889,6,20070706,20070709,6049.0,20070706,297,98,193,25,2.1533551,77.5
135,135,135,135,135,135,135,135,135,8328,0.1,A,41.93444444,-120.25083333,6,20070802,20070803,6049.0,20070802,246,122,175,25,2.1426377,77.0
136,136,136,136,136,136,136,136,136,8329,267.5,D,41.97472222,-121.11638889,6,20070706,20070725,6049.0,20070706,297,98,193,25,2.1533551,77.5
137,137,137,137,137,137,137,137,137,8330,0.1,A,41.43361111,-121.00027778,6,20061005,20061005,6049.0,20061005,111,35,62,102,0.6726791,72.0
138,138,138,138,138,138,138,138,138,8331,0.1,A,41.56138889,-120.27777778,6,20070703,20070703,6049.0,20070703,285,24,167,0,1.3661649,77.5
139,139,139,139,139,139,139,139,139,8332,4.2,B,41.95,-121.28333333,6,20060806,20060806,6049.0,20060806,312,97,188,0,1.63248,98.0
140,140,140,140,140,140,140,140,140,8333,65.0,C,41.06722222,-121.83666667,6,20070706,20070717,6049.0,20070706,297,98,193,25,2.1533551,77.5
141,141,141,141,141,141,141,141,141,8334,1.4,A,41.48361111,-121.43361111,6,20060806,20060807,6049.0,20060806,312,97,188,0,1.63248,98.0
142,142,142,142,142,142,142,142,142,8335,0.25,A,41.57555556,-120.99972222,6,20070819,20070819,6049.0,20070819,165,64,120,0,2.8153925,68.5
143,143,143,143,143,143,143,143,143,8336,0.25,A,41.78583333,-120.36833333,6,20060214,20060214,6049.0,20060214,7,-90,-40,0,1.9071606,79.333
144,144,144,144,144,144,144,144,144,8337,0.1,A,41.48444444,-121.31722222,6,20060627,20060629,6049.0,20060627,290,76,174,0,2.1891627,155.667
145,145,145,145,145,145,145,145,145,8338,34.0,C,41.92138889,-120.88833333,6,20061014,20061016,6049.0,20061014,152,72,104,0,1.2041683,72.0
146,146,146,146,146,146,146,146,146,8339,2.5,B,41.85555556,-120.83388889,6,20071016,20071018,6049.0,20071016,71,23,43,0,2.9918802,72.5
147,147,147,147,147,147,147,147,147,8340,0.2,A,41.485,-121.48388889,6,20060807,20060815,6049.0,20060807,261,75,170,0,3.105367,98.0
148,148,148,148,148,148,148,148,148,8341,0.1,A,41.51805556,-121.4,6,20060627,20060627,6049.0,20060627,290,76,174,0,2.1891627,155.667
149,149,149,149,149,149,149,149,149,8342,0.1,A,41.53444444,-120.31861111,6,20061009,20061009,6049.0,20061009,76,-18,29,0,2.7190588,72.0
150,150,150,150,150,150,150,150,150,8343,6.1,B,41.61805556,-121.08555556,6,20060807,20060812,6049.0,20060807,261,75,170,0,3.105367,98.0
151,151,151,151,151,151,151,151,151,8344,3.0,B,41.4675,-120.93333333,6,20061013,20061014,6049.0,20061013,166,17,78,0,1.7089103,72.0
152,152,152,152,152,152,152,152,152,8345,0.1,A,41.890483,-120.005539,6,20070820,20070820,6049.0,20070820,204,81,131,0,1.6164521,68.5
153,153,153,153,153,153,153,153,153,8346,2.1,A,41.96916667,-120.55,6,20060807,20060808,6049.0,20060807,261,75,170,0,3.105367,98.0
154,154,154,154,154,154,154,154,154,8347,0.1,A,41.31916667,-120.18333333,6,20061011,20061011,6049.0,20061011,187,2,87,0,2.1411169,72.0
155,155,155,155,155,155,155,155,155,8348,2.6,B,41.55027778,-121.40055556,6,20060807,20060808,6049.0,20060807,261,75,170,0,3.105367,98.0
156,156,156,156,156,156,156,156,156,8349,8.0,B,41.35111111,-120.91722222,6,20060627,20060629,6049.0,20060627,290,76,174,0,2.1891627,155.667
157,157,157,157,157,157,157,157,157,8350,0.25,A,41.95083333,-120.75222222,6,20060510,20061005,6049.0,20060510,171,53,94,0,3.9194953,149.333
158,158,158,158,158,158,158,158,158,8351,0.8,B,41.7266,-120.2111,6,20050625,20050625,6049.0,20050625,189,61,114,0,3.3804355000000004,188.0
159,159,159,159,159,159,159,159,159,8352,0.2,A,41.3,-120.86666667,6,20060627,20060629,6049.0,20060627,290,76,174,0,2.1891627,155.667
160,160,160,160,160,160,160,160,160,8353,1.0,B,41.552217,-120.456864,6,20070706,20070706,6049.0,20070706,297,98,193,25,2.1533551,77.5
161,161,161,161,161,161,161,161,161,8354,3.5,B,41.95,-120.73416667,6,20060807,20060808,6049.0,20060807,261,75,170,0,3.105367,98.0
162,162,162,162,162,162,162,162,162,8355,16.200000000000003,B,41.33583333,-120.90194444,6,20060627,20060629,6049.0,20060627,290,76,174,0,2.1891627,155.667
163,163,163,163,163,163,163,163,163,8356,0.26,B,41.55055556,-121.48555556,6,20060807,20060809,6049.0,20060807,261,75,170,0,3.105367,98.0
164,164,164,164,164,164,164,164,164,8357,0.2,A,41.43388889,-120.95111111,6,20060627,20060627,6049.0,20060627,290,76,174,0,2.1891627,155.667
165,165,165,165,165,165,165,165,165,8358,0.1,A,41.53,-121.05138889,6,20070915,20070916,6049.0,20070915,204,4,101,0,1.1022305,74.0
166,166,166,166,166,166,166,166,166,8359,526.2,A,41.80222222,-120.95222222,6,20060807,20060810,6049.0,20060807,261,75,170,0,3.105367,98.0
167,167,167,167,167,167,167,167,167,8360,3.0,B,41.566497,-120.437256,6,20060419,20060419,6049.0,20060419,146,-15,63,0,3.3034730000000003,79.333
168,168,168,168,168,168,168,168,168,8361,0.1,A,41.85739,-120.21228,6,20070823,20070824,6049.0,20070823,219,125,167,0,1.9461143,68.5
169,169,169,169,169,169,169,169,169,8362,52.0,C,41.2517,-120.6169,6,20060627,20060706,6049.0,20060627,290,76,174,0,2.1891627,155.667
170,170,170,170,170,170,170,170,170,8363,0.1,A,41.80194444,-120.91722222,6,20060807,20060810,6049.0,20060807,261,75,170,0,3.105367,98.0
171,171,171,171,171,171,171,171,171,8364,0.3,A,41.545367,-120.464069,6,20060806,20060806,6049.0,20060806,312,97,188,0,1.63248,98.0
172,172,172,172,172,172,172,172,172,8365,0.1,A,41.75055556,-120.85194444,6,20060726,20060804,6049.0,20060726,316,91,215,0,1.4024693,111.333
173,173,173,173,173,173,173,173,173,8366,0.1,A,41.77277778,-120.71666667,6,20070709,20070710,6049.0,20070709,316,103,212,0,0.7017806,77.5
174,174,174,174,174,174,174,174,174,8367,480.0,E,41.1882,-120.0677,6,20040813,20040814,6049.0,20040813,322,117,218,0,2.304886,69.667
175,175,175,175,175,175,175,175,175,8368,4871.0,F,41.68583333,-120.51833333,6,20060726,20060728,6049.0,20060726,316,91,215,0,1.4024693,111.333
176,176,176,176,176,176,176,176,176,8369,0.1,A,41.48527778,-120.96805556,6,20060627,20060627,6049.0,20060627,290,76,174,0,2.1891627,155.667
177,177,177,177,177,177,177,177,177,8370,0.1,A,41.450111,-120.592581,6,20040727,20040727,6049.0,20040727,291,76,194,0,1.4320973,93.333
178,178,178,178,178,178,178,178,178,8371,0.1,A,41.2682,-120.5061,6,20040813,20040813,6049.0,20040813,322,117,218,0,2.304886,69.667
179,179,179,179,179,179,179,179,179,8372,5.0,B,41.81222222,-121.07972222,6,20070602,20070604,6049.0,20070602,212,64,137,0,2.0815396,124.25
180,180,180,180,180,180,180,180,180,8373,1.0,B,41.77305556,-120.74333333,6,20070709,20070710,6049.0,20070709,316,103,212,0,0.7017806,77.5
