,fips,county_name,state,to_generate,status,generated_row_count,file_name
529,47117,Marshall County,TN,0,1.0,0.0,
530,47119,Maury County,TN,0,1.0,0.0,
531,47121,Meigs County,TN,0,1.0,0.0,
532,47123,Monroe County,TN,0,1.0,0.0,
533,47125,Montgomery County,TN,0,1.0,0.0,
534,47127,Moore County,TN,0,1.0,0.0,
535,47129,Morgan County,TN,0,1.0,0.0,
536,47131,Obion County,TN,0,1.0,0.0,
537,47133,Overton County,TN,0,1.0,0.0,
538,47135,Perry County,TN,0,1.0,0.0,
539,47137,Pickett County,TN,0,1.0,0.0,
540,47139,Polk County,TN,0,1.0,0.0,
541,47141,Putnam County,TN,0,1.0,0.0,
542,47143,Rhea County,TN,0,1.0,0.0,
543,47145,Roane County,TN,0,1.0,0.0,
544,47147,Robertson County,TN,0,1.0,0.0,
545,47149,Rutherford County,TN,0,1.0,0.0,
546,47151,Scott County,TN,0,1.0,0.0,
547,47153,Sequatchie County,TN,0,1.0,0.0,
548,47155,Sevier County,TN,0,1.0,0.0,
549,47157,Shelby County,TN,0,1.0,0.0,
550,47159,Smith County,TN,0,1.0,0.0,
551,47161,Stewart County,TN,0,1.0,0.0,
552,47163,Sullivan County,TN,0,1.0,0.0,
553,47165,Sumner County,TN,0,1.0,0.0,
554,47167,Tipton County,TN,0,1.0,0.0,
555,47169,Trousdale County,TN,0,1.0,0.0,
556,47171,Unicoi County,TN,0,1.0,0.0,
557,47173,Union County,TN,0,1.0,0.0,
558,47175,Van Buren County,TN,0,1.0,0.0,
559,47177,Warren County,TN,0,1.0,0.0,
560,47179,Washington County,TN,0,1.0,0.0,
561,47181,Wayne County,TN,0,1.0,0.0,
562,47183,Weakley County,TN,0,1.0,0.0,
563,47185,White County,TN,0,1.0,0.0,
564,47187,Williamson County,TN,0,1.0,0.0,
565,47189,Wilson County,TN,0,1.0,0.0,
566,48000,TEXAS,,0,1.0,0.0,
567,48001,Anderson County,TX,0,1.0,0.0,
568,48003,Andrews County,TX,0,1.0,0.0,
569,48005,Angelina County,TX,0,1.0,0.0,
570,48007,Aransas County,TX,0,1.0,0.0,
571,48009,Archer County,TX,0,1.0,0.0,
572,48011,Armstrong County,TX,0,1.0,0.0,
573,48013,Atascosa County,TX,0,1.0,0.0,
574,48015,Austin County,TX,0,1.0,0.0,
575,48017,Bailey County,TX,0,1.0,0.0,
576,48019,Bandera County,TX,0,1.0,0.0,
577,48021,Bastrop County,TX,0,1.0,0.0,
578,48023,Baylor County,TX,0,1.0,0.0,
579,48025,Bee County,TX,0,1.0,0.0,
580,48027,Bell County,TX,0,1.0,0.0,
581,48029,Bexar County,TX,0,1.0,0.0,
582,48031,Blanco County,TX,0,1.0,0.0,
583,48033,Borden County,TX,0,1.0,0.0,
584,48035,Bosque County,TX,0,1.0,0.0,
585,48037,Bowie County,TX,0,1.0,0.0,
586,48039,Brazoria County,TX,0,1.0,0.0,
587,48041,Brazos County,TX,0,1.0,0.0,
588,48043,Brewster County,TX,0,1.0,0.0,
589,48045,Briscoe County,TX,0,1.0,0.0,
590,48047,Brooks County,TX,0,1.0,0.0,
591,48049,Brown County,TX,0,1.0,0.0,
592,48051,Burleson County,TX,0,1.0,0.0,
593,48053,Burnet County,TX,0,1.0,0.0,
594,48055,Caldwell County,TX,0,1.0,0.0,
595,48057,Calhoun County,TX,0,1.0,0.0,
596,48059,Callahan County,TX,0,1.0,0.0,
597,48061,Cameron County,TX,0,1.0,0.0,
598,48063,Camp County,TX,0,1.0,0.0,
599,48065,Carson County,TX,0,1.0,0.0,
600,48067,Cass County,TX,0,1.0,0.0,
601,48069,Castro County,TX,0,1.0,0.0,
602,48071,Chambers County,TX,0,1.0,0.0,
603,48073,Cherokee County,TX,0,1.0,0.0,
604,48075,Childress County,TX,0,1.0,0.0,
605,48077,Clay County,TX,0,1.0,0.0,
606,48079,Cochran County,TX,0,1.0,0.0,
607,48081,Coke County,TX,0,1.0,0.0,
608,48083,Coleman County,TX,0,1.0,0.0,
609,48085,Collin County,TX,0,1.0,0.0,
610,48087,Collingsworth County,TX,0,1.0,0.0,
611,48089,Colorado County,TX,0,1.0,0.0,
612,48091,Comal County,TX,0,1.0,0.0,
613,48093,Comanche County,TX,0,1.0,0.0,
614,48095,Concho County,TX,0,1.0,0.0,
615,48097,Cooke County,TX,0,1.0,0.0,
616,48099,Coryell County,TX,0,1.0,0.0,
617,48101,Cottle County,TX,0,1.0,0.0,
618,48103,Crane County,TX,0,1.0,0.0,
619,48105,Crockett County,TX,0,1.0,0.0,
620,48107,Crosby County,TX,0,1.0,0.0,
621,48109,Culberson County,TX,0,1.0,0.0,
622,48111,Dallam County,TX,0,1.0,0.0,
623,48113,Dallas County,TX,0,1.0,0.0,
624,48115,Dawson County,TX,0,1.0,0.0,
625,48117,Deaf Smith County,TX,0,1.0,0.0,
626,48119,Delta County,TX,0,1.0,0.0,
627,48121,Denton County,TX,0,1.0,0.0,
628,48123,DeWitt County,TX,0,1.0,0.0,
629,48125,Dickens County,TX,0,1.0,0.0,
630,48127,Dimmit County,TX,0,1.0,0.0,
631,48129,Donley County,TX,0,1.0,0.0,
632,48131,Duval County,TX,0,1.0,0.0,
633,48133,Eastland County,TX,0,1.0,0.0,
634,48135,Ector County,TX,0,1.0,0.0,
635,48137,Edwards County,TX,0,1.0,0.0,
636,48139,Ellis County,TX,0,1.0,0.0,
637,48141,El Paso County,TX,0,1.0,0.0,
638,48143,Erath County,TX,0,1.0,0.0,
639,48145,Falls County,TX,0,1.0,0.0,
640,48147,Fannin County,TX,0,1.0,0.0,
641,48149,Fayette County,TX,0,1.0,0.0,
642,48151,Fisher County,TX,0,1.0,0.0,
643,48153,Floyd County,TX,0,1.0,0.0,
644,48155,Foard County,TX,0,1.0,0.0,
645,48157,Fort Bend County,TX,0,1.0,0.0,
646,48159,Franklin County,TX,0,1.0,0.0,
647,48161,Freestone County,TX,0,1.0,0.0,
648,48163,Frio County,TX,0,1.0,0.0,
649,48165,Gaines County,TX,0,1.0,0.0,
650,48167,Galveston County,TX,0,1.0,0.0,
651,48169,Garza County,TX,0,1.0,0.0,
652,48171,Gillespie County,TX,0,1.0,0.0,
653,48173,Glasscock County,TX,0,1.0,0.0,
654,48175,Goliad County,TX,0,1.0,0.0,
655,48177,Gonzales County,TX,0,1.0,0.0,
656,48179,Gray County,TX,0,1.0,0.0,
657,48181,Grayson County,TX,0,1.0,0.0,
658,48183,Gregg County,TX,0,1.0,0.0,
659,48185,Grimes County,TX,0,1.0,0.0,
660,48187,Guadalupe County,TX,0,1.0,0.0,
661,48189,Hale County,TX,0,1.0,0.0,
662,48191,Hall County,TX,0,1.0,0.0,
663,48193,Hamilton County,TX,0,1.0,0.0,
664,48195,Hansford County,TX,0,1.0,0.0,
665,48197,Hardeman County,TX,0,1.0,0.0,
666,48199,Hardin County,TX,0,1.0,0.0,
667,48201,Harris County,TX,0,1.0,0.0,
668,48203,Harrison County,TX,0,1.0,0.0,
669,48205,Hartley County,TX,0,1.0,0.0,
670,48207,Haskell County,TX,0,1.0,0.0,
671,48209,Hays County,TX,0,1.0,1.0,Datasets/merged_tp_precip_wind_fmc_48209_Hays County.csv
672,48211,Hemphill County,TX,0,1.0,0.0,
673,48213,Henderson County,TX,0,1.0,0.0,
674,48215,Hidalgo County,TX,0,1.0,0.0,
675,48217,Hill County,TX,0,1.0,0.0,
676,48219,Hockley County,TX,0,1.0,0.0,
677,48221,Hood County,TX,0,1.0,0.0,
678,48223,Hopkins County,TX,0,1.0,0.0,
679,48225,Houston County,TX,0,1.0,0.0,
680,48227,Howard County,TX,0,1.0,0.0,
681,48229,Hudspeth County,TX,0,1.0,0.0,
682,48231,Hunt County,TX,0,1.0,0.0,
683,48233,Hutchinson County,TX,0,1.0,0.0,
684,48235,Irion County,TX,0,1.0,0.0,
685,48237,Jack County,TX,0,1.0,0.0,
686,48239,Jackson County,TX,0,1.0,0.0,
687,48241,Jasper County,TX,0,1.0,0.0,
688,48243,Jeff Davis County,TX,0,1.0,0.0,
689,48245,Jefferson County,TX,0,1.0,64.0,Datasets/merged_tp_precip_wind_fmc_48245_Jefferson County.csv
690,48247,Jim Hogg County,TX,0,1.0,0.0,
691,48249,Jim Wells County,TX,0,1.0,0.0,
692,48251,Johnson County,TX,0,1.0,0.0,
693,48253,Jones County,TX,0,1.0,0.0,
694,48255,Karnes County,TX,0,1.0,0.0,
695,48257,Kaufman County,TX,0,1.0,0.0,
696,48259,Kendall County,TX,0,1.0,0.0,
697,48261,Kenedy County,TX,0,1.0,0.0,
698,48263,Kent County,TX,0,1.0,0.0,
699,48265,Kerr County,TX,0,1.0,0.0,
700,48267,Kimble County,TX,0,1.0,0.0,
701,48269,King County,TX,0,1.0,0.0,
702,48271,Kinney County,TX,0,1.0,0.0,
703,48273,Kleberg County,TX,0,1.0,0.0,
704,48275,Knox County,TX,0,1.0,0.0,
705,48277,Lamar County,TX,0,1.0,0.0,
706,48279,Lamb County,TX,0,1.0,0.0,
707,48281,Lampasas County,TX,0,1.0,0.0,
708,48283,La Salle County,TX,0,1.0,0.0,
709,48285,Lavaca County,TX,0,1.0,0.0,
710,48287,Lee County,TX,0,1.0,0.0,
711,48289,Leon County,TX,0,1.0,0.0,
712,48291,Liberty County,TX,0,1.0,0.0,
713,48293,Limestone County,TX,0,1.0,0.0,
714,48295,Lipscomb County,TX,0,1.0,0.0,
715,48297,Live Oak County,TX,0,1.0,0.0,
716,48299,Llano County,TX,0,1.0,0.0,
717,48301,Loving County,TX,0,1.0,0.0,
718,48303,Lubbock County,TX,0,1.0,0.0,
719,48305,Lynn County,TX,0,1.0,0.0,
720,48307,McCulloch County,TX,0,1.0,0.0,
721,48309,McLennan County,TX,0,1.0,0.0,
722,48311,McMullen County,TX,0,1.0,0.0,
723,48313,Madison County,TX,0,1.0,0.0,
724,48315,Marion County,TX,0,1.0,0.0,
725,48317,Martin County,TX,0,1.0,0.0,
726,48319,Mason County,TX,0,1.0,0.0,
727,48321,Matagorda County,TX,0,1.0,0.0,
728,48323,Maverick County,TX,0,1.0,0.0,
729,48325,Medina County,TX,0,1.0,0.0,
730,48327,Menard County,TX,0,1.0,0.0,
731,48329,Midland County,TX,0,1.0,0.0,
732,48331,Milam County,TX,0,1.0,0.0,
733,48333,Mills County,TX,0,1.0,0.0,
734,48335,Mitchell County,TX,0,1.0,0.0,
735,48337,Montague County,TX,0,1.0,0.0,
736,48339,Montgomery County,TX,0,1.0,0.0,
737,48341,Moore County,TX,0,1.0,0.0,
738,48343,Morris County,TX,0,1.0,0.0,
739,48345,Motley County,TX,0,1.0,0.0,
740,48347,Nacogdoches County,TX,0,1.0,0.0,
741,48349,Navarro County,TX,0,1.0,0.0,
742,48351,Newton County,TX,0,1.0,0.0,
743,48353,Nolan County,TX,0,1.0,0.0,
744,48355,Nueces County,TX,0,1.0,0.0,
745,48357,Ochiltree County,TX,0,1.0,0.0,
746,48359,Oldham County,TX,0,1.0,0.0,
747,48361,Orange County,TX,0,1.0,0.0,
748,48363,Palo Pinto County,TX,0,1.0,0.0,
749,48365,Panola County,TX,0,1.0,0.0,
750,48367,Parker County,TX,0,1.0,0.0,
751,48369,Parmer County,TX,0,1.0,0.0,
752,48371,Pecos County,TX,0,1.0,0.0,
753,48373,Polk County,TX,0,1.0,0.0,
754,48375,Potter County,TX,0,1.0,0.0,
755,48377,Presidio County,TX,0,1.0,0.0,
756,48379,Rains County,TX,0,1.0,0.0,
757,48381,Randall County,TX,0,1.0,0.0,
758,48383,Reagan County,TX,0,1.0,0.0,
759,48385,Real County,TX,0,1.0,0.0,
760,48387,Red River County,TX,0,1.0,0.0,
761,48389,Reeves County,TX,0,1.0,0.0,
762,48391,Refugio County,TX,0,1.0,0.0,
763,48393,Roberts County,TX,0,1.0,0.0,
764,48395,Robertson County,TX,0,1.0,0.0,
765,48397,Rockwall County,TX,0,1.0,0.0,
766,48399,Runnels County,TX,0,1.0,0.0,
767,48401,Rusk County,TX,0,1.0,0.0,
768,48403,Sabine County,TX,0,1.0,0.0,
769,48405,San Augustine County,TX,0,1.0,0.0,
770,48407,San Jacinto County,TX,0,1.0,0.0,
771,48409,San Patricio County,TX,0,1.0,0.0,
772,48411,San Saba County,TX,0,1.0,0.0,
773,48413,Schleicher County,TX,0,1.0,0.0,
774,48415,Scurry County,TX,0,1.0,0.0,
775,48417,Shackelford County,TX,0,1.0,0.0,
776,48419,Shelby County,TX,0,1.0,0.0,
777,48421,Sherman County,TX,0,1.0,0.0,
778,48423,Smith County,TX,0,1.0,0.0,
779,48425,Somervell County,TX,0,1.0,0.0,
780,48427,Starr County,TX,0,1.0,0.0,
781,48429,Stephens County,TX,0,1.0,0.0,
782,48431,Sterling County,TX,0,1.0,0.0,
783,48433,Stonewall County,TX,0,1.0,0.0,
784,48435,Sutton County,TX,0,1.0,0.0,
785,48437,Swisher County,TX,0,1.0,0.0,
786,48439,Tarrant County,TX,0,1.0,0.0,
787,48441,Taylor County,TX,0,1.0,0.0,
788,48443,Terrell County,TX,0,1.0,0.0,
789,48445,Terry County,TX,0,1.0,0.0,
790,48447,Throckmorton County,TX,0,1.0,0.0,
791,48449,Titus County,TX,0,1.0,0.0,
792,48451,Tom Green County,TX,0,1.0,0.0,
793,48453,Travis County,TX,0,1.0,14.0,Datasets/merged_tp_precip_wind_fmc_48453_Travis County.csv
794,48455,Trinity County,TX,0,1.0,0.0,
795,48457,Tyler County,TX,0,1.0,0.0,
796,48459,Upshur County,TX,0,1.0,0.0,
797,48461,Upton County,TX,0,1.0,0.0,
798,48463,Uvalde County,TX,0,1.0,0.0,
799,48465,Val Verde County,TX,0,1.0,0.0,
800,48467,Van Zandt County,TX,0,1.0,0.0,
801,48469,Victoria County,TX,0,1.0,0.0,
802,48471,Walker County,TX,0,1.0,0.0,
803,48473,Waller County,TX,0,1.0,0.0,
804,48475,Ward County,TX,0,1.0,0.0,
805,48477,Washington County,TX,0,1.0,0.0,
806,48479,Webb County,TX,0,1.0,0.0,
807,48481,Wharton County,TX,0,1.0,0.0,
808,48483,Wheeler County,TX,0,1.0,0.0,
809,48485,Wichita County,TX,0,1.0,0.0,
810,48487,Wilbarger County,TX,0,1.0,0.0,
811,48489,Willacy County,TX,0,1.0,0.0,
812,48491,Williamson County,TX,0,1.0,0.0,
813,48493,Wilson County,TX,0,1.0,0.0,
814,48495,Winkler County,TX,0,1.0,0.0,
815,48497,Wise County,TX,0,1.0,0.0,
816,48499,Wood County,TX,0,1.0,0.0,
817,48501,Yoakum County,TX,0,1.0,0.0,
818,48503,Young County,TX,0,1.0,0.0,
819,48505,Zapata County,TX,0,1.0,0.0,
820,48507,Zavala County,TX,0,1.0,0.0,
821,49000,UTAH,,0,1.0,0.0,
822,49001,Beaver County,UT,0,1.0,859.0,Datasets/merged_tp_precip_wind_fmc_49001_Beaver County.csv
823,49003,Box Elder County,UT,0,1.0,36.0,Datasets/merged_tp_precip_wind_fmc_49003_Box Elder County.csv
824,49005,Cache County,UT,0,1.0,0.0,
825,49007,Carbon County,UT,0,1.0,522.0,Datasets/merged_tp_precip_wind_fmc_49007_Carbon County.csv
826,49009,Daggett County,UT,0,1.0,378.0,Datasets/merged_tp_precip_wind_fmc_49009_Daggett County.csv
827,49011,Davis County,UT,0,1.0,219.0,Datasets/merged_tp_precip_wind_fmc_49011_Davis County.csv
828,49013,Duchesne County,UT,0,1.0,718.0,Datasets/merged_tp_precip_wind_fmc_49013_Duchesne County.csv
829,49015,Emery County,UT,0,1.0,493.0,Datasets/merged_tp_precip_wind_fmc_49015_Emery County.csv
830,49017,Garfield County,UT,0,1.0,0.0,
831,49019,Grand County,UT,0,1.0,1336.0,Datasets/merged_tp_precip_wind_fmc_49019_Grand County.csv
832,49021,Iron County,UT,0,1.0,1412.0,Datasets/merged_tp_precip_wind_fmc_49021_Iron County.csv
833,49023,Juab County,UT,0,1.0,262.0,Datasets/merged_tp_precip_wind_fmc_49023_Juab County.csv
834,49025,Kane County,UT,0,1.0,1673.0,Datasets/merged_tp_precip_wind_fmc_49025_Kane County.csv
835,49027,Millard County,UT,0,1.0,1526.0,Datasets/merged_tp_precip_wind_fmc_49027_Millard County.csv
836,49029,Morgan County,UT,0,1.0,15.0,Datasets/merged_tp_precip_wind_fmc_49029_Morgan County.csv
837,49031,Piute County,UT,0,1.0,0.0,
838,49033,Rich County,UT,0,1.0,29.0,Datasets/merged_tp_precip_wind_fmc_49033_Rich County.csv
839,49035,Salt Lake County,UT,0,1.0,435.0,Datasets/merged_tp_precip_wind_fmc_49035_Salt Lake County.csv
840,49037,San Juan County,UT,0,1.0,3749.0,Datasets/merged_tp_precip_wind_fmc_49037_San Juan County.csv
841,49039,Sanpete County,UT,0,1.0,356.0,Datasets/merged_tp_precip_wind_fmc_49039_Sanpete County.csv
842,49041,Sevier County,UT,0,1.0,1381.0,Datasets/merged_tp_precip_wind_fmc_49041_Sevier County.csv
843,49043,Summit County,UT,0,1.0,241.0,Datasets/merged_tp_precip_wind_fmc_49043_Summit County.csv
844,49045,Tooele County,UT,0,1.0,2274.0,Datasets/merged_tp_precip_wind_fmc_49045_Tooele County.csv
845,49047,Uintah County,UT,0,1.0,910.0,Datasets/merged_tp_precip_wind_fmc_49047_Uintah County.csv
846,49049,Utah County,UT,0,1.0,1493.0,Datasets/merged_tp_precip_wind_fmc_49049_Utah County.csv
847,49051,Wasatch County,UT,0,1.0,256.0,Datasets/merged_tp_precip_wind_fmc_49051_Wasatch County.csv
848,49053,Washington County,UT,0,1.0,0.0,
849,49055,Wayne County,UT,0,1.0,0.0,
850,49057,Weber County,UT,0,1.0,118.0,Datasets/merged_tp_precip_wind_fmc_49057_Weber County.csv
851,50000,VERMONT,,0,1.0,0.0,
852,50001,Addison County,VT,0,1.0,0.0,
853,50003,Bennington County,VT,0,1.0,0.0,
854,50005,Caledonia County,VT,0,1.0,0.0,
855,50007,Chittenden County,VT,0,1.0,0.0,
856,50009,Essex County,VT,0,1.0,0.0,
857,50011,Franklin County,VT,0,1.0,0.0,
858,50013,Grand Isle County,VT,0,1.0,0.0,
859,50015,Lamoille County,VT,0,1.0,0.0,
860,50017,Orange County,VT,0,1.0,0.0,
861,50019,Orleans County,VT,0,1.0,0.0,
862,50021,Rutland County,VT,0,1.0,0.0,
863,50023,Washington County,VT,0,1.0,0.0,
864,50025,Windham County,VT,0,1.0,0.0,
865,50027,Windsor County,VT,0,1.0,0.0,
866,51000,VIRGINIA,,0,1.0,0.0,
867,51001,Accomack County,VA,0,1.0,0.0,
868,51003,Albemarle County,VA,0,1.0,0.0,
869,51005,Alleghany County,VA,0,1.0,0.0,
870,51007,Amelia County,VA,0,1.0,0.0,
871,51009,Amherst County,VA,0,1.0,0.0,
872,51011,Appomattox County,VA,0,1.0,0.0,
873,51013,Arlington County,VA,0,1.0,0.0,
874,51015,Augusta County,VA,0,1.0,0.0,
875,51017,Bath County,VA,0,1.0,0.0,
876,51019,Bedford County,VA,0,1.0,0.0,
877,51021,Bland County,VA,0,1.0,0.0,
878,51023,Botetourt County,VA,0,1.0,0.0,
879,51025,Brunswick County,VA,0,1.0,0.0,
880,51027,Buchanan County,VA,0,1.0,0.0,
881,51029,Buckingham County,VA,0,1.0,0.0,
882,51031,Campbell County,VA,0,1.0,0.0,
883,51033,Caroline County,VA,0,1.0,0.0,
884,51035,Carroll County,VA,0,1.0,0.0,
885,51036,Charles City County,VA,0,1.0,0.0,
886,51037,Charlotte County,VA,0,1.0,0.0,
887,51041,Chesterfield County,VA,0,1.0,0.0,
888,51043,Clarke County,VA,0,1.0,0.0,
889,51045,Craig County,VA,0,1.0,0.0,
890,51047,Culpeper County,VA,0,1.0,0.0,
891,51049,Cumberland County,VA,0,1.0,0.0,
892,51051,Dickenson County,VA,0,1.0,0.0,
893,51053,Dinwiddie County,VA,0,1.0,0.0,
894,51057,Essex County,VA,0,1.0,0.0,
895,51059,Fairfax County,VA,0,1.0,0.0,
896,51061,Fauquier County,VA,0,1.0,0.0,
897,51063,Floyd County,VA,0,1.0,0.0,
898,51065,Fluvanna County,VA,0,1.0,0.0,
899,51067,Franklin County,VA,0,1.0,0.0,
900,51069,Frederick County,VA,0,1.0,0.0,
901,51071,Giles County,VA,0,1.0,2.0,Datasets/merged_tp_precip_wind_fmc_51071_Giles County.csv
902,51073,Gloucester County,VA,0,1.0,0.0,
903,51075,Goochland County,VA,0,1.0,0.0,
904,51077,Grayson County,VA,0,1.0,0.0,
905,51079,Greene County,VA,0,1.0,0.0,
906,51081,Greensville County,VA,0,1.0,0.0,
907,51083,Halifax County,VA,0,1.0,0.0,
908,51085,Hanover County,VA,0,1.0,0.0,
909,51087,Henrico County,VA,0,1.0,0.0,
910,51089,Henry County,VA,0,1.0,0.0,
911,51091,Highland County,VA,0,1.0,0.0,
912,51093,Isle of Wight County,VA,0,1.0,0.0,
913,51095,James City County,VA,0,1.0,0.0,
914,51097,King and Queen County,VA,0,1.0,0.0,
915,51099,King George County,VA,0,1.0,0.0,
916,51101,King William County,VA,0,1.0,0.0,
917,51103,Lancaster County,VA,0,1.0,0.0,
918,51105,Lee County,VA,0,1.0,0.0,
919,51107,Loudoun County,VA,0,1.0,0.0,
920,51109,Louisa County,VA,0,1.0,0.0,
921,51111,Lunenburg County,VA,0,1.0,0.0,
922,51113,Madison County,VA,0,1.0,0.0,
923,51115,Mathews County,VA,0,1.0,0.0,
924,51117,Mecklenburg County,VA,0,1.0,0.0,
925,51119,Middlesex County,VA,0,1.0,0.0,
926,51121,Montgomery County,VA,0,1.0,0.0,
927,51125,Nelson County,VA,0,1.0,0.0,
928,51127,New Kent County,VA,0,1.0,0.0,
929,51131,Northampton County,VA,0,1.0,0.0,
930,51133,Northumberland County,VA,0,1.0,0.0,
931,51135,Nottoway County,VA,0,1.0,0.0,
932,51137,Orange County,VA,0,1.0,0.0,
933,51139,Page County,VA,0,1.0,0.0,
934,51141,Patrick County,VA,0,1.0,0.0,
935,51143,Pittsylvania County,VA,0,1.0,0.0,
936,51145,Powhatan County,VA,0,1.0,0.0,
937,51147,Prince Edward County,VA,0,1.0,0.0,
938,51149,Prince George County,VA,0,1.0,0.0,
939,51153,Prince William County,VA,0,1.0,0.0,
940,51155,Pulaski County,VA,0,1.0,0.0,
941,51157,Rappahannock County,VA,0,1.0,0.0,
942,51159,Richmond County,VA,0,1.0,0.0,
943,51161,Roanoke County,VA,0,1.0,2.0,Datasets/merged_tp_precip_wind_fmc_51161_Roanoke County.csv
944,51163,Rockbridge County,VA,0,1.0,0.0,
945,51165,Rockingham County,VA,0,1.0,0.0,
946,51167,Russell County,VA,0,1.0,0.0,
947,51169,Scott County,VA,0,1.0,0.0,
948,51171,Shenandoah County,VA,0,1.0,0.0,
949,51173,Smyth County,VA,0,1.0,0.0,
950,51175,Southampton County,VA,0,1.0,0.0,
951,51177,Spotsylvania County,VA,0,1.0,0.0,
952,51179,Stafford County,VA,0,1.0,0.0,
953,51181,Surry County,VA,0,1.0,0.0,
954,51183,Sussex County,VA,0,1.0,0.0,
955,51185,Tazewell County,VA,0,1.0,0.0,
956,51187,Warren County,VA,0,1.0,0.0,
957,51191,Washington County,VA,0,1.0,0.0,
958,51193,Westmoreland County,VA,0,1.0,0.0,
959,51195,Wise County,VA,0,1.0,0.0,
960,51197,Wythe County,VA,0,1.0,0.0,
961,51199,York County,VA,0,1.0,0.0,
962,51510,Alexandria city,VA,0,1.0,0.0,
963,51515,Bedford city,VA,0,1.0,0.0,
964,51520,Bristol city,VA,0,1.0,0.0,
965,51530,Buena Vista city,VA,0,1.0,0.0,
966,51540,Charlottesville city,VA,0,1.0,0.0,
967,51550,Chesapeake city,VA,0,1.0,0.0,
968,51570,Colonial Heights city,VA,0,1.0,0.0,
969,51580,Covington city,VA,0,1.0,0.0,
970,51590,Danville city,VA,0,1.0,0.0,
971,51595,Emporia city,VA,0,1.0,0.0,
972,51600,Fairfax city,VA,0,1.0,0.0,
973,51610,Falls Church city,VA,0,1.0,0.0,
974,51620,Franklin city,VA,0,1.0,0.0,
975,51630,Fredericksburg city,VA,0,1.0,0.0,
976,51640,Galax city,VA,0,1.0,0.0,
977,51650,Hampton city,VA,0,1.0,0.0,
978,51660,Harrisonburg city,VA,0,1.0,0.0,
979,51670,Hopewell city,VA,0,1.0,0.0,
980,51678,Lexington city,VA,0,1.0,0.0,
981,51680,Lynchburg city,VA,0,1.0,0.0,
982,51683,Manassas city,VA,0,1.0,0.0,
983,51685,Manassas Park city,VA,0,1.0,0.0,
984,51690,Martinsville city,VA,0,1.0,0.0,
985,51700,Newport News city,VA,0,1.0,0.0,
986,51710,Norfolk city,VA,0,1.0,0.0,
987,51720,Norton city,VA,0,1.0,0.0,
988,51730,Petersburg city,VA,0,1.0,0.0,
989,51735,Poquoson city,VA,0,1.0,0.0,
990,51740,Portsmouth city,VA,0,1.0,0.0,
991,51750,Radford city,VA,0,1.0,0.0,
992,51760,Richmond city,VA,0,1.0,0.0,
993,51770,Roanoke city,VA,0,1.0,0.0,
994,51775,Salem city,VA,0,1.0,0.0,
995,51790,Staunton city,VA,0,1.0,0.0,
996,51800,Suffolk city,VA,0,1.0,0.0,
997,51810,Virginia Beach city,VA,0,1.0,0.0,
998,51820,Waynesboro city,VA,0,1.0,0.0,
999,51830,Williamsburg city,VA,0,1.0,0.0,
1000,51840,Winchester city,VA,0,1.0,0.0,
1001,53000,WASHINGTON,,0,1.0,0.0,
1002,53001,Adams County,WA,0,1.0,0.0,
1003,53003,Asotin County,WA,0,1.0,100.0,Datasets/merged_tp_precip_wind_fmc_53003_Asotin County.csv
1004,53005,Benton County,WA,0,1.0,0.0,
1005,53007,Chelan County,WA,0,1.0,3.0,Datasets/merged_tp_precip_wind_fmc_53007_Chelan County.csv
1006,53009,Clallam County,WA,0,1.0,0.0,
1007,53011,Clark County,WA,0,1.0,0.0,
1008,53013,Columbia County,WA,0,1.0,306.0,Datasets/merged_tp_precip_wind_fmc_53013_Columbia County.csv
1009,53015,Cowlitz County,WA,0,1.0,0.0,
1010,53017,Douglas County,WA,0,1.0,0.0,
1011,53019,Ferry County,WA,0,1.0,0.0,
1012,53021,Franklin County,WA,0,1.0,0.0,
1013,53023,Garfield County,WA,0,1.0,156.0,Datasets/merged_tp_precip_wind_fmc_53023_Garfield County.csv
1014,53025,Grant County,WA,0,1.0,0.0,
1015,53027,Grays Harbor County,WA,0,1.0,0.0,
1016,53029,Island County,WA,0,1.0,0.0,
1017,53031,Jefferson County,WA,0,1.0,144.0,Datasets/merged_tp_precip_wind_fmc_53031_Jefferson County.csv
1018,53033,King County,WA,0,1.0,0.0,
1019,53035,Kitsap County,WA,0,1.0,0.0,
1020,53037,Kittitas County,WA,0,1.0,0.0,
1021,53039,Klickitat County,WA,0,1.0,0.0,
1022,53041,Lewis County,WA,0,1.0,0.0,
1023,53043,Lincoln County,WA,0,1.0,0.0,
1024,53045,Mason County,WA,0,1.0,0.0,
1025,53047,Okanogan County,WA,0,1.0,6.0,Datasets/merged_tp_precip_wind_fmc_53047_Okanogan County.csv
1026,53049,Pacific County,WA,0,1.0,0.0,
1027,53051,Pend Oreille County,WA,0,1.0,0.0,
1028,53053,Pierce County,WA,0,1.0,0.0,
1029,53055,San Juan County,WA,0,1.0,0.0,
1030,53057,Skagit County,WA,0,1.0,1504.0,Datasets/merged_tp_precip_wind_fmc_53057_Skagit County.csv
1031,53059,Skamania County,WA,0,1.0,0.0,
1032,53061,Snohomish County,WA,0,1.0,0.0,
1033,53063,Spokane County,WA,0,1.0,102.0,Datasets/merged_tp_precip_wind_fmc_53063_Spokane County.csv
1034,53065,Stevens County,WA,0,1.0,0.0,
1035,53067,Thurston County,WA,0,1.0,0.0,
1036,53069,Wahkiakum County,WA,0,1.0,0.0,
